Instrumento;Acción;Cantidad;Precio;Tiempo;ID;E/X;Posición;ID de orden;Nombre;Comisión;Tarifa;Nombre de cuenta de pantalla;Conexión;
NQ 09-25;Comprar;1;22795,00;01/07/2025 10:44:47;f2c879ac87f6402f865f8338dd41f64a;Salida;-;663e7cd3eaf745db8ea329b847d801f8;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22790,00;01/07/2025 10:44:29;6c63cb673c544adb8e5b97d58207c5bd;Entrada;1 S;50442006ee2b493fbb5f7b49a4e139f9;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22781,75;01/07/2025 10:44:08;5de93fb201294e98a92ecb14d59f5d09;Salida;-;58c29d01986440078fc82f7c70fdcc0d;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22785,50;01/07/2025 10:43:48;7713a3d688164928ab875f50e68cdb17;Entrada;1 S;9d53a7852acd428db7dcd37c9f27e210;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22817,00;01/07/2025 10:39:03;91b54ad50e9943c28f6610c1245202a5;Salida;-;3c2949fe7ffd4a44b371dd0fcf626d26;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22813,25;01/07/2025 10:38:38;8b67c18ef67b401d82bd5ca811396c8d;Entrada;1 L;2abf48f5eff3478ba5473acb0317072d;LongEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22803,50;01/07/2025 10:37:19;c0db5212341e4f92a65252b4234aaf1d;Salida;-;4aacd64043bf4aa58a6da6321602e7ea;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22815,50;01/07/2025 10:36:34;18c459166166451483f6222abc2ff752;Entrada;1 L;d8bec90d91e747879702785b1a8977e3;LongEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22816,00;01/07/2025 10:36:32;252c0b9c6817460daf321a9cb1146de4;Salida;-;378fc98a090042f09c075ab497ee9891;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22808,25;01/07/2025 10:35:30;69f66dab25f443ad8c43a13ff7031495;Entrada;1 L;69f247727cf344d6b7ab7ff32b6aeaf0;LongEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22808,75;01/07/2025 10:34:09;24647f273350434babc72d00754d9ccc;Salida;-;76c479fc572a438b8e5837b13267da5d;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22817,00;01/07/2025 10:33:39;cd4d157da14744439e9381dce606f7fb;Entrada;1 L;969f8d6e98aa4f0fb20d9d8b9f6a0b3c;LongEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22798,00;01/07/2025 10:32:28;02e173b763704879a1f90a5be397e347;Salida;-;a1a3b9d095c7404e8cd4a7fdc1cfd27f;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22808,00;01/07/2025 10:32:12;746924190e814be6ae9bfa916f1921a1;Entrada;1 L;7863ecc2c3c04eecb21654c090b9e834;LongEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22803,75;01/07/2025 10:31:37;a1cf2d901fd84cb28bf74a7d2b6e391b;Salida;-;4f1747c301274e549c2891b5547b49c0;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22812,25;01/07/2025 10:31:09;e28714c38d6943b4a7302e37310e8a68;Entrada;1 L;e451d05eef204b328fe72d0c9d74b006;LongEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22806,50;01/07/2025 10:31:05;65982c61f8ce453bb5bb07c096da4fb1;Salida;-;50129f1ed20a4f378c5dfaa76f10a1d2;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22808,25;01/07/2025 10:31:03;5938fac08b3d4185bdbb805f15d7cd01;Entrada;1 L;1e24f16838a342a4b7e43b4f0cf745a9;LongEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22773,25;01/07/2025 09:29:51;082ab6bc92064bb0871e440cb4313b51;Salida;-;d8b883bab9024fc094d6d41ee9f525b5;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22767,50;01/07/2025 09:28:10;cefe5a56a56f4054ad5af9edc45b3be3;Entrada;1 S;29c0651b3c3d4fa792dd5608ac6248b0;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22767,25;01/07/2025 09:25:12;762a3dee22ec49648a30c8b7fb25a150;Salida;-;85f8e73133cd455a80d749e76d29f7a3;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22774,75;01/07/2025 09:24:26;1ce522d61aee441bbcfb8b8be35b27c9;Entrada;1 S;49db3065a7a64d3993051f95519cd749;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22780,75;01/07/2025 09:24:21;ca8d6a8f91294930b74927916ebe77b2;Salida;-;83b7ab5e7fb240199792f2a220e72f96;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22785,50;01/07/2025 09:21:28;9702bbf0183743919ee2a242ebfb5c76;Entrada;1 S;14ecff1d10bf43988ce9cf211a24132f;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22790,75;01/07/2025 09:21:03;9863cd429a6f404199dc8a32da17026d;Salida;-;68491610d5584f21bd8ba75f00ffb8fd;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22794,00;01/07/2025 09:16:24;a0d2e23cf267433eaf071be79fb72b34;Entrada;1 S;ddfd9beadc4e416f841eaa58076e9aae;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22799,75;01/07/2025 09:12:28;2335b2fa71a1447381e1d54b687fad73;Salida;-;0ad2c06bfde849618a342cc7d322c012;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22807,25;01/07/2025 09:11:49;da33ab5f7e1f454ba8841d237fa0e319;Entrada;1 S;71b271eb415e45bb863bd7d4c935ba9c;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22798,50;01/07/2025 09:10:43;8b7645c320494c608fd188e7937516cc;Salida;-;576c0f3a24264a568c2faef66f37565d;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22803,25;01/07/2025 09:10:27;6e5678df4d5244cb89d3da4e1c0816fd;Entrada;1 S;6621672a96e941f9aa046a0a6af343bd;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22808,25;01/07/2025 09:08:50;d889bc7b667f4a18bb24d4b330568d6e;Salida;-;aed2aab0b65446698cf3294acedcd27c;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22812,50;01/07/2025 09:07:58;57ab9714b2ef4f7692b8840ae9c8d17a;Entrada;1 S;d711b805899c40509cd61ca58e5f2d1c;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22817,00;01/07/2025 09:07:22;a06dc1af13c84ab1a86ab7c3052e9800;Salida;-;f0601b157ca74ca6ab749558c759f584;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22821,25;01/07/2025 09:03:34;605fef7ce80d4280a0a5fd47762c5bb1;Entrada;1 S;fbdeaa705c674ea799b6fd649943c4f1;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22830,75;01/07/2025 08:59:25;b4f6a02ff90249cbb3ea1509d56a38df;Salida;-;d26b3c2d18234fa6bb3828dcb4de4999;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22825,50;01/07/2025 08:59:15;c218d7793e85487ca0350245eec18ae0;Entrada;1 S;beab5d0e7574478b9c5b371d66573b65;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22822,00;01/07/2025 08:58:36;9b63cbc1730a49a8841286c1a828b11d;Salida;-;0522d2f1bce140c281c95dddd7b83b00;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22810,50;01/07/2025 08:57:22;02129c32f0e54da491eb1d60bc908937;Entrada;1 S;7da607d899ab431bbecf9ab41e51f9be;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22817,25;01/07/2025 08:57:00;a5aea009e36c45afa6ccab28af4e0c39;Salida;-;4dfacd7c40b74fca97adc86dc215cf56;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22820,00;01/07/2025 08:56:53;4428bf27c36a4c94ae496894b40dfa0e;Entrada;1 S;447e6c635b924358897abc5d67dac1f2;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22835,75;01/07/2025 07:59:28;89ec997f0049471abefac3e288103969;Salida;-;56603c35409d49c39281938712fe03f6;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22825,75;01/07/2025 07:35:45;b667c2cd11604ccd98c5552d20a977ca;Entrada;1 S;58d3ad3faec34f7ab66eafa6bf0c2f88;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22831,00;01/07/2025 06:59:12;dc0aa670406a4bc0a2d5b89774676871;Salida;-;93749cef6d2245de8fb99acca7ceb9fb;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22825,25;01/07/2025 06:56:05;68dcd5d8afad4369afc121fd72f8c6c3;Entrada;1 S;919c396957ed4c9facd62d29c8af0215;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22817,00;01/07/2025 06:46:55;69290d5b70194ae192fff14317c1c894;Salida;-;100cd303eafd4b6ab21ae30d22eae3a0;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22821,50;01/07/2025 06:43:14;be9e9f9162c74ff799bca12ba4318577;Entrada;1 S;346eecf498f2429bae9514d2f49fc375;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22829,25;01/07/2025 06:16:22;b7da86bfe42c4e95ba720ff778f30c34;Salida;-;eda292b4ecb84d3aa5cce97afdd40164;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22821,25;01/07/2025 06:14:27;5d450d0d49dc4714998b6a69e8468da7;Entrada;1 S;45150dfc71264979a45568a8400585c3;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22826,00;01/07/2025 06:13:04;ccf9bcbe6e61454a85d2dca7c8084655;Salida;-;ccce37d8f3114bf681de25d8b0efaddb;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22835,25;01/07/2025 06:07:43;e5515c89a39e4ec0b50f6bdfe1ec1ce9;Entrada;1 S;d998db58c96a4ce8a1322bb4db762f6f;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22836,00;01/07/2025 06:07:43;464c8f1832114c3ab2baa48c99621a77;Salida;-;c7b45f02b6a249c081ae6a4338b8c2d6;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22839,00;01/07/2025 06:06:01;3715fbe5dcdc4957b5e373de4d8c2a77;Entrada;1 S;e8075c67ae4f423aafeb2232f3c14766;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22835,75;01/07/2025 05:45:11;67f1e1f1db2c4f50bd59b23f6e887b5b;Salida;-;e02b99b0c5dc41e7becbc047aae2a382;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22827,25;01/07/2025 05:43:11;c5845232fbde423bb3dec2ac8b50b6e3;Entrada;1 S;deb18848c8344aec8d886ae02b11b299;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22821,75;01/07/2025 05:07:33;50711ff77dd84e368104e576fe3a3e1f;Salida;-;8deffe0adfa14530a15e54901c3fc702;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22829,00;01/07/2025 05:04:35;4e549b380a004a6a8c3f713757b30b25;Entrada;1 S;d8b1216a9f9144b58b540b1fcbb6cd87;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22822,25;01/07/2025 05:02:23;9873e272efc942ee9f7ad96ed41ee5d5;Salida;-;bcc4db91a66d455186d8d3de39377c49;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22828,50;01/07/2025 05:02:12;50ec640e4c2046adac7fbcd941620bb7;Entrada;1 S;45be588ec4fd4394a8a60c0d6831a1d8;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22831,00;01/07/2025 05:02:11;2d86a1bce8be4af88b9e07238b18ee66;Salida;-;e1bbbdc99d53405ba1c3347432757ac9;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22835,00;01/07/2025 05:02:06;c04d3b5f1f2843a4b4c429bb98a495c1;Entrada;1 S;042820f911f14ca39fe3f3e4f09417dc;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22839,75;01/07/2025 04:55:45;bcb828aa49d046398cf1bc24e0365fa0;Salida;-;1a89b70e78794153a160a61609225173;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22834,00;01/07/2025 04:54:04;fb7a58e857994ca8a4fa28dd255e6cfe;Entrada;1 S;6f33d9d1a1ea46b08df8c20491a7e474;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22826,50;01/07/2025 04:50:12;c8cb7d6447ee44f6a4857ff081248567;Salida;-;027acb6a93664c7a8535c11b68b57a75;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22826,00;01/07/2025 04:50:12;310adcc70eb34043987df7005510084f;Entrada;1 S;a9dc6404621c4076947d63a5defdf7d5;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22835,25;01/07/2025 04:40:25;68aa2df04a7647cbb9e3c8e6da449264;Salida;-;180aacb1e4434147aa265f434abbcd65;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22837,75;01/07/2025 04:38:00;acb2943eb1bf42c7a150bed0393e149f;Entrada;1 S;85552dbae11447068adbe02b3abe0f6e;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22844,00;01/07/2025 04:30:04;5733fe7f1bee46668bbf5d7c4e4bb61e;Salida;-;f328872ae01e4de19c81ee916ef0d932;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22835,75;01/07/2025 04:18:44;ca590db0aeb547f0b65cbede3d6623cc;Entrada;1 S;f1e81ca252e640ccb051ba043e3bcf8d;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22840,50;01/07/2025 03:51:29;3a0b66ecee0d41fdbe433eda4ab1fdc4;Salida;-;89883b06396d4fd2882ed5a4fdab7b94;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22829,50;01/07/2025 03:49:27;a11ebdccd070455a901a55266a1690f4;Entrada;1 S;113f8361f9514ce2b8fb56dc9f4135d5;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22839,50;01/07/2025 03:31:46;26a115544b4f4768bb3fab55eced7a0e;Salida;-;0f1d31f314d0407f8a9dd03f5d03bbbb;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22832,50;01/07/2025 03:30:20;709d1f4e4d9745d88e5cae9f600b526e;Entrada;1 S;0d32ac3a422642619b49a383aa87abfe;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22842,00;01/07/2025 03:11:53;a39bfc3ff5e74cb783152e6080e0ac7a;Salida;-;c646475488ac48cc81c5c455794c8796;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22828,75;01/07/2025 03:06:07;3003756ffaa649b7ae7c9770542bbf43;Entrada;1 S;80b4f788d3424a0c8973ada10a9794b8;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22834,50;01/07/2025 03:01:23;c89cb81ef637443b902a9e09944bd6e0;Salida;-;090c6e81c70c4eb5a5b64ebb0d13ca38;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22840,25;01/07/2025 03:01:07;6cfd78d658174e0bb8349444790a0cf5;Entrada;1 S;c75f2b4caa024b76b8d02059a82d7db8;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22844,50;01/07/2025 02:58:56;45fc226726dd486c87b7f5c0c39605e3;Salida;-;4968cfd46b714cf5aabb93038264ae26;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22852,75;01/07/2025 02:52:11;70b4b96a5be644578cc966540d47bb52;Entrada;1 S;5d534bb52b7349ec8684cf32202cb7eb;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22839,00;01/07/2025 02:45:41;7f568f4fad0c468987f6d45837f2c9ee;Salida;-;90edd7a83edc449cb150fbaa6cce46f5;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22848,00;01/07/2025 02:41:21;869b326cd503457ba1eba5d50f4518ec;Entrada;1 S;8b39ea1c2a4f4adba50101646b6a313e;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22840,25;01/07/2025 02:36:31;a134f98d76884fee85f19cb48ce2b64d;Salida;-;833ea530ed264f039c9e23736566ac02;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22844,00;01/07/2025 02:35:59;914983aeda5f4ac1b1f2361bb0add9e3;Entrada;1 S;0671f6d84f8448cfbcf93e4c05779b5b;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22845,75;01/07/2025 02:23:17;066677c6351843fc861742f87ff28c69;Salida;-;f2683d3e922e489d93ebe775d3f1b108;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22848,50;01/07/2025 02:10:40;9a076ef78caa4f57800bf8301a030a93;Entrada;1 S;d004f6eea0b14e38a345fba952dd541d;ShortEntry;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Comprar;1;22853,50;01/07/2025 02:09:30;bb955e0a54934359b1ac840a42636e88;Salida;-;29834fd33c224765982f8733e1edf4b8;SL;0,00 $;1;Playback101;Reproducción;
NQ 09-25;Vender;1;22857,75;01/07/2025 01:46:12;4098d12628be433280a507183757f624;Entrada;1 S;023ea93e1ecb479ebcaefa7069fbd0d3;ShortEntry;0,00 $;1;Playback101;Reproducción;
